source,target,rating,time
430,1,10,1376539200
3134,1,10,1369713600
3026,1,10,1350014400
3010,1,10,1347854400
804,1,10,1337572800
160,1,10,1394683200
95,1,9,1384578000
1,160,10,1317182400
1368,2,10,1399348800
164,2,10,1407816000
244,2,10,1362459600
62,2,10,1349582400
2244,2,10,1348891200
148,2,10,1348200000
7403,2,10,1334980800
52,2,10,1332475200
264,2,10,1337140800
159,2,10,1330146000
66,2,10,1343361600
20,2,10,1333339200
60,2,10,1325480400
585,2,10,1325480400
97,2,10,1316404800
2006,2,10,1307073600
1421,2,10,1304827200
353,2,10,1304481600
42,2,10,1306987200
37,2,10,1343102400
51,2,9,1343102400
185,2,9,1335672000
38,2,9,1394424000
7603,2,9,1337832000
312,2,9,1307592000
168,2,9,1291179600
2,37,10,1343102400
2,38,9,1394424000
2,168,9,1290920400
2,4,9,1298264400
971,3,10,1362114000
92,3,10,1359867600
7336,3,10,1353214800
97,4,10,1325998800
215,4,10,1311393600
479,4,10,1313985600
302,4,10,1309924800
39,4,10,1308369600
381,4,10,1304222400
148,4,10,1304827200
7603,4,9,1337832000
40,4,9,1311652800
312,4,9,1307592000
603,5,10,1393736400
191,5,10,1388293200
11,5,10,1377144000
68,5,10,1380686400
67,5,10,1380427200
248,5,10,1378094400
372,5,10,1370923200
42,5,9,1382673600
3305,6,10,1382587200
524,6,10,1359608400
36,6,10,1408766400
112,6,9,1359694800
56,6,9,1390280400
6,138,10,1361163600
6,56,9,1369108800
174,7,10,1376193600
30,7,10,1367121600
36,7,10,1357966800
7517,7,10,1348545600
7536,7,10,1348545600
142,7,10,1354683600
1151,7,10,1364270400
429,7,9,1385269200
7604,8,10,1364270400
36,8,10,1368763200
265,8,10,1340942400
500,8,9,1354510800
176,9,10,1339905600
107,9,10,1335585600
14,9,10,1332216000
11,9,10,1341374400
97,9,10,1327381200
159,9,9,1341374400
20,9,9,1330491600
7603,9,9,1337832000
9,20,10,1354078800
9,159,9,1341547200
10,7552,10,1366689600
34,11,10,1392786000
7536,11,10,1348545600
21,11,10,1346644800
11,93,10,1380513600
11,34,10,1384318800
11,13,10,1351569600
11,31,10,1348718400
11,21,10,1368676800
11,47,10,1366948800
11,122,10,1370318400
651,12,10,1403755200
815,12,10,1374811200
976,12,9,1382068800
1368,13,10,1399435200
68,13,10,1357966800
3060,13,10,1353128400
7337,13,10,1352264400
651,13,9,1415250000
796,14,10,1324875600
1024,14,10,1323925200
7603,14,10,1345176000
14,63,9,1341547200
104,15,10,1393995600
427,15,10,1360645200
15,352,10,1390626000
15,94,10,1397275200
2445,16,10,1301803200
159,17,9,1341547200
243,18,10,1359608400
57,18,9,1321506000
872,18,9,1360558800
18,243,10,1358917200
18,74,10,1353819600
18,294,10,1324530000
18,57,9,1309406400
18,160,9,1324530000
34,19,10,1394942400
19,34,10,1394942400
7517,20,10,1348545600
159,20,10,1337486400
870,20,10,1312344000
7603,20,9,1337832000
22,20,9,1317268800
20,22,9,1317268800
25,21,10,1347508800
181,21,10,1305691200
21,25,10,1347508800
21,41,10,1347508800
23,129,10,1302235200
24,1691,10,1363752000
265,25,10,1343016000
177,26,9,1358917200
26,279,10,1374292800
26,88,10,1385787600
26,29,9,1384059600
56,27,10,1367208000
754,27,10,1364875200
27,56,10,1367208000
314,28,10,1308974400
1458,28,10,1308024000
254,28,10,1307764800
327,28,10,1307764800
89,28,10,1307764800
1249,28,10,1307678400
195,28,10,1307505600
726,28,10,1307246400
130,28,10,1307505600
28,314,10,1308974400
28,195,10,1307505600
244,30,10,1364270400
30,188,10,1357534800
30,95,10,1357534800
30,345,10,1357534800
92,31,10,1386478800
429,31,9,1386306000
43,32,10,1343707200
124,32,9,1355720400
32,43,10,1343707200
253,33,10,1312516800
2414,34,10,1399089600
59,34,10,1388725200
104,35,10,1395979200
2807,35,10,1324443600
118,36,10,1374897600
36,118,10,1372910400
314,37,9,1309320000
80,38,10,1344830400
285,38,10,1337313600
38,285,10,1337313600
680,39,10,1312862400
2111,39,10,1312516800
2070,39,10,1307937600
39,108,10,1332561600
39,680,10,1312862400
7562,41,10,1367812800
42,270,10,1308196800
608,44,10,1307764800
45,44,10,1304827200
44,74,10,1330578000
132,45,10,1307764800
183,45,10,1306900800
2541,45,10,1306468800
45,132,10,1307764800
45,183,10,1306900800
435,46,10,1383541200
61,46,10,1368849600
68,46,10,1354078800
3015,46,9,1348027200
46,127,10,1356843600
46,68,10,1356066000
7603,47,9,1337832000
48,7372,10,1309838400
120,49,10,1386478800
1241,50,10,1306209600
798,52,9,1334376000
7602,53,10,1364443200
7601,53,10,1364443200
7599,53,10,1364443200
7598,53,10,1364443200
7604,53,10,1364443200
2995,55,10,1346126400
55,283,10,1313985600
753,56,9,1369368000
57,294,10,1324530000
57,160,9,1317960000
430,59,10,1386824400
7420,59,10,1375329600
269,60,10,1392094800
267,60,9,1336190400
68,61,10,1373428800
3093,61,10,1356152400
2268,61,10,1355202000
61,68,10,1373428800
7517,62,10,1348545600
7536,62,10,1348545600
100,66,10,1358139600
67,746,10,1353387600
814,68,10,1356238800
1807,68,10,1350446400
7336,68,10,1349841600
68,814,10,1354770000
2171,69,10,1328331600
296,71,10,1359867600
243,71,10,1359608400
745,71,10,1348718400
262,72,10,1370664000
124,73,9,1355029200
7604,74,10,1364184000
2685,76,10,1308715200
2696,76,10,1309406400
2626,76,10,1307851200
2046,76,10,1307592000
2037,76,10,1307505600
76,240,10,1307332800
244,80,10,1364184000
971,81,10,1365048000
7503,82,9,1402545600
450,84,10,1308283200
84,450,10,1308283200
84,263,10,1307505600
104,86,10,1401768000
86,94,10,1429848000
461,88,10,1365566400
88,461,10,1365566400
254,89,10,1307764800
93,764,10,1389848400
7335,94,10,1451365200
233,94,10,1430539200
114,94,10,1429934400
104,94,10,1411790400
95,188,9,1366516800
525,96,10,1365220800
475,97,10,1309579200
97,177,10,1359694800
97,475,10,1309579200
97,273,10,1307592000
7604,99,10,1364270400
827,100,10,1375243200
100,827,10,1375243200
7604,101,10,1364270400
1247,102,10,1306900800
1990,102,10,1306728000
6958,104,10,1392354000
107,513,10,1341028800
3269,111,10,1375675200
463,111,10,1375675200
427,112,10,1360213200
524,112,10,1356757200
112,427,10,1367208000
112,524,10,1355893200
113,134,9,1363752000
118,765,10,1402286400
119,471,9,1289365200
7595,123,10,1367294400
177,124,9,1353128400
124,177,10,1353214800
124,228,9,1353560400
158,128,10,1378612800
131,791,10,1310875200
231,132,10,1310788800
132,231,9,1311134400
1850,134,10,1366776000
870,137,10,1313380800
2526,137,10,1305777600
2509,139,10,1305604800
2510,139,10,1305518400
7481,141,10,1410753600
2905,143,10,1335067200
191,145,10,1372132800
227,145,10,1371614400
941,145,10,1362546000
318,145,10,1362027600
7335,145,9,1449810000
7604,147,10,1364270400
421,147,10,1355202000
147,421,10,1355115600
581,150,10,1309320000
150,581,10,1308283200
213,151,10,1380945600
808,151,10,1346385600
261,151,10,1343793600
151,213,10,1380945600
151,261,10,1376366400
151,808,10,1376366400
151,218,10,1376366400
156,7603,10,1352001600
7604,157,10,1364270400
158,248,10,1372564800
7603,159,9,1337832000
159,272,10,1337486400
160,294,10,1325048400
163,165,10,1392094800
164,837,10,1427342400
164,835,10,1413777600
7604,166,10,1364270400
286,170,10,1405051200
3337,173,10,1387688400
748,177,10,1353042000
642,177,10,1352091600
750,177,10,1357189200
265,177,10,1339128000
177,816,10,1357534800
3017,179,10,1348372800
404,181,10,1305086400
181,510,10,1308196800
7562,185,10,1390539600
1691,185,10,1358571600
288,185,10,1358571600
7604,187,10,1364270400
7335,188,10,1451278800
334,188,10,1365652800
7604,190,10,1364270400
190,903,9,1410753600
190,889,9,1365134400
722,193,10,1306468800
193,722,10,1306468800
254,195,10,1308024000
195,254,10,1308024000
7335,200,10,1451278800
506,201,10,1305777600
201,506,10,1304222400
428,204,10,1342497600
798,204,10,1335240000
204,428,10,1342497600
204,798,10,1335240000
823,206,10,1368331200
206,823,10,1368331200
253,210,10,1312257600
1712,212,10,1312171200
261,213,10,1343793600
218,213,10,1342324800
213,261,10,1343793600
213,218,10,1342324800
322,215,10,1303012800
215,322,10,1302926400
218,261,10,1389589200
249,220,9,1387774800
556,221,10,1365048000
276,221,10,1365048000
221,276,10,1365048000
221,556,10,1365048000
354,224,10,1346904000
228,816,10,1357534800
247,229,10,1373947200
714,238,10,1304568000
238,714,10,1304568000
1103,239,10,1305432000
239,1103,10,1305432000
7564,240,10,1307419200
240,7564,10,1307592000
418,246,10,1394596800
307,246,10,1368504000
246,653,10,1432440000
246,418,10,1394596800
246,307,10,1367380800
1067,247,10,1367899200
543,253,10,1311739200
253,543,10,1311739200
1458,254,10,1308024000
7388,257,10,1325998800
264,805,10,1337140800
556,276,10,1365048000
282,724,10,1307678400
806,285,10,1337400000
285,806,10,1337400000
753,286,10,1368763200
1915,297,10,1303617600
344,300,10,1307419200
334,302,10,1369454400
387,303,10,1308801600
303,387,10,1308801600
418,307,10,1394596800
307,418,10,1395115200
323,313,9,1307505600
313,323,9,1307505600
1303,316,10,1327986000
388,325,10,1308542400
828,325,10,1378094400
325,388,10,1308542400
325,828,10,1378094400
325,414,10,1378094400
344,327,10,1307592000
7523,338,10,1407988800
7522,338,10,1407988800
7532,338,10,1407902400
7510,338,10,1407902400
1680,342,10,1307505600
855,343,9,1306468800
343,855,9,1306468800
788,344,10,1307937600
344,788,10,1307937600
344,480,10,1307937600
345,463,10,1373774400
7564,354,10,1307592000
356,624,10,1307678400
356,405,10,1307678400
782,357,10,1306987200
357,782,10,1306987200
377,363,10,1402200000
399,363,10,1402113600
363,377,10,1402200000
363,399,10,1402113600
368,367,10,1305864000
367,368,10,1305864000
399,377,10,1402200000
377,399,10,1402200000
679,384,10,1307678400
384,679,10,1307764800
828,388,10,1378094400
6014,407,10,1363147200
409,797,10,1324443600
828,414,10,1378094400
545,415,10,1384837200
415,829,10,1384750800
417,901,9,1395201600
468,425,10,1305691200
425,468,10,1305691200
515,426,10,1310097600
426,515,10,1307937600
831,430,10,1386824400
430,831,10,1386824400
431,861,9,1365652800
501,436,9,1314072000
446,445,10,1304913600
445,446,10,1304913600
950,453,10,1328850000
525,458,10,1365825600
628,481,10,1308974400
525,493,10,1361077200
7558,496,10,1384837200
1907,499,10,1450414800
501,794,10,1317528000
2037,511,10,1307505600
1291,516,10,1323406800
819,525,10,1365307200
525,644,10,1365825600
525,819,10,1365307200
6792,527,10,1384405200
7400,532,10,1307073600
776,533,10,1305172800
533,776,10,1305172800
726,538,10,1307246400
852,539,10,1305604800
600,554,10,1365480000
554,600,10,1365480000
584,569,10,1311480000
569,584,10,1311480000
579,576,9,1307073600
576,579,10,1307073600
614,577,10,1308024000
577,614,10,1308024000
1691,582,10,1331956800
628,583,10,1308974400
6878,590,10,1386219600
590,6878,10,1386219600
880,595,9,1349668800
595,880,9,1349668800
834,604,10,1409284800
604,834,10,1409284800
7569,606,10,1304308800
723,618,10,1342670400
618,723,10,1342670400
789,628,10,1309665600
628,789,10,1308974400
2908,631,10,1336536000
2913,636,10,1335931200
3170,648,10,1365825600
749,656,10,1349409600
656,749,9,1349409600
663,820,10,1365480000
1026,688,10,1335153600
1367,691,10,1365739200
2225,692,10,1369800000
692,2225,10,1369972800
833,709,10,1399262400
709,833,10,1399262400
790,726,10,1310529600
726,790,10,1310443200
726,7564,10,1307246400
7328,731,10,1309579200
731,7328,10,1309579200
755,754,10,1356843600
754,755,10,1356584400
978,760,10,1370664000
2529,795,10,1320033600
5533,811,10,1348545600
811,5533,10,1348545600
3179,836,10,1413950400
7335,838,10,1451278800
1256,873,9,1323752400
3419,905,10,1418187600
2336,907,9,1449637200
1062,7514,10,1367294400
1681,7564,9,1307592000
7598,1691,10,1374206400
7398,2408,10,1398657600
7455,4910,10,1322024400
7517,5533,10,1348545600
7536,5533,10,1348545600
7565,5533,10,1348545600
5533,7565,10,1348545600
7602,7334,10,1364270400
7601,7334,10,1364270400
7599,7334,10,1364270400
7598,7334,10,1364270400
7604,7334,10,1364184000
7334,7604,10,1364097600
7335,7560,10,1451278800
7520,7395,10,1308024000
7513,7417,9,1347940800
7417,7506,9,1347940800
7535,7483,10,1347681600
7536,7517,10,1348545600
7565,7517,9,1348545600
7517,7565,10,1348545600
7517,7536,10,1348545600
7531,7521,10,1393390800
7530,7581,10,1358226000
7565,7536,10,1348545600
7536,7565,10,1348545600
7602,7598,10,1364270400
7601,7598,10,1364270400
7599,7598,10,1364270400
7604,7598,10,1364270400
7598,7599,10,1364270400
7598,7600,10,1364270400
7598,7604,10,1364270400
7602,7599,10,1364270400
7601,7599,10,1364270400
7604,7599,10,1364270400
7599,7600,10,1364270400
7602,7600,10,1364270400
7601,7600,10,1364270400
7604,7600,10,1364270400
7602,7601,10,1364270400
7604,7601,10,1364270400
7601,7604,10,1364270400
7604,7602,10,1364270400
7602,7604,10,1364270400
