source,target,rating,time
430,1,10,1376539200
3134,1,10,1369713600
3026,1,10,1350014400
3010,1,10,1347854400
804,1,10,1337572800
160,1,10,1394683200
95,1,9,1384578000
377,1,7,1414728000
888,1,7,1365652800
89,1,7,1351742400
1901,1,6,1411790400
161,1,6,1413345600
256,1,6,1342584000
351,1,5,1416373200
3329,1,5,1389934800
3341,1,5,1388984400
649,1,5,1384491600
1583,1,5,1380945600
87,1,5,1381809600
37,1,5,1374033600
309,1,5,1378353600
821,1,5,1368676800
1496,1,5,1394168400
637,1,5,1364961600
964,1,5,1350100800
594,1,5,1370836800
2249,1,5,1360386000
554,1,5,1346126400
20,1,5,1343275200
2227,1,5,1353301200
1315,1,5,1334635200
519,1,5,1344571200
1316,1,5,1332216000
2149,1,5,1326949200
1724,1,5,1322802000
18,1,5,1315022400
57,1,5,1314158400
118,1,4,1414123200
3254,1,4,1373342400
1177,1,4,1371009600
112,1,4,1355634000
11,1,4,1374984000
586,1,4,1314763200
35,1,4,1330578000
15,1,4,1319860800
1445,1,4,1309752000
152,1,4,1354078800
2,1,4,1411963200
113,1,4,1311307200
44,1,3,1415854800
2401,1,3,1390626000
10,1,3,1375243200
2378,1,3,1378612800
126,1,3,1374206400
3245,1,3,1369972800
783,1,3,1368676800
493,1,3,1362114000
1358,1,3,1372737600
1180,1,3,1378267200
529,1,3,1361595600
333,1,3,1357275600
1538,1,3,1358744400
2282,1,3,1353819600
1519,1,3,1363924800
2966,1,3,1342238400
474,1,3,1346817600
330,1,3,1381377600
958,1,3,1363579200
17,1,3,1330837200
1295,1,3,1329541200
38,1,3,1354165200
1952,1,3,1305518400
223,1,3,1304395200
1,160,10,1317182400
1,1028,7,1348804800
1,309,5,1378353600
1,11,5,1372046400
1,594,5,1370836800
1,1316,5,1353301200
1,1392,4,1416978000
1,1583,4,1380945600
1,888,4,1365652800
1,637,4,1418792400
1,1520,4,1412654400
1,18,4,1314936000
1,35,4,1330578000
1,1901,3,1411790400
1,44,3,1415854800
1,10,3,1375243200
1,783,3,1368676800
1,821,3,1369108800
1,112,3,1362546000
1,964,3,1350187200
1,89,3,1345521600
1,20,3,1342584000
1,256,3,1343016000
1,223,3,1304568000
1368,2,10,1399348800
164,2,10,1407816000
244,2,10,1362459600
62,2,10,1349582400
2244,2,10,1348891200
148,2,10,1348200000
7403,2,10,1334980800
52,2,10,1332475200
264,2,10,1337140800
159,2,10,1330146000
66,2,10,1343361600
20,2,10,1333339200
60,2,10,1325480400
585,2,10,1325480400
97,2,10,1316404800
2006,2,10,1307073600
1421,2,10,1304827200
353,2,10,1304481600
42,2,10,1306987200
37,2,10,1343102400
51,2,9,1343102400
185,2,9,1335672000
38,2,9,1394424000
7603,2,9,1337832000
312,2,9,1307592000
168,2,9,1291179600
354,2,8,1347854400
108,2,8,1323493200
9,2,8,1330146000
22,2,8,1393218000
91,2,8,1306728000
40,2,8,1323666000
250,2,8,1301544000
271,2,8,1289538000
119,2,8,1289365200
10,2,8,1290488400
113,2,8,1353992400
54,2,8,1299474000
375,2,7,1415768400
177,2,7,1348286400
31,2,7,1332043200
47,2,7,1341374400
17,2,7,1322974800
23,2,7,1301284800
74,2,7,1308628800
4,2,7,1298264400
179,2,6,1402804800
165,2,6,1371614400
306,2,6,1343102400
8,2,5,1398225600
242,2,5,1393218000
412,2,5,1366689600
381,2,5,1361768400
561,2,5,1354510800
216,2,5,1336708800
107,2,5,1362027600
681,2,5,1321419600
79,2,5,1312862400
272,2,5,1331442000
39,2,5,1331611200
150,2,5,1308283200
181,2,5,1305691200
109,2,5,1304481600
503,2,5,1302235200
223,2,5,1344916800
2404,2,4,1393131600
24,2,4,1376539200
19,2,4,1393131600
7,2,4,1412049600
348,2,4,1402632000
11,2,4,1336968000
473,2,4,1306987200
1921,2,4,1302667200
99,2,4,1301284800
121,2,4,1326776400
15,2,3,1312344000
1380,2,3,1393045200
30,2,3,1380945600
73,2,3,1378180800
85,2,3,1374206400
189,2,3,1339732800
787,2,3,1338696000
133,2,3,1336104000
1709,2,3,1311652800
75,2,3,1324011600
658,2,3,1304568000
293,2,3,1296709200
768,2,3,1296450000
45,2,3,1301889600
471,2,3,1291266000
1632,2,3,1291006800
2,37,10,1343102400
2,38,9,1394424000
2,168,9,1290920400
2,4,9,1298264400
2,20,8,1333339200
2,767,8,1308196800
2,23,8,1308196800
2,40,8,1308196800
2,91,8,1308196800
2,113,8,1308196800
2,54,8,1296622800
2,108,7,1323493200
2,469,7,1301284800
2,250,7,1308196800
2,271,7,1308196800
2,471,7,1308196800
2,185,6,1336190400
2,188,6,1333598400
2,31,6,1325653200
2,312,6,1298869200
2,74,6,1296622800
2,119,6,1306036800
2,8,5,1376366400
2,381,5,1361768400
2,223,5,1344916800
2,257,5,1335931200
2,47,5,1331870400
2,17,5,1336104000
2,9,5,1320814800
2,150,5,1308283200
2,7400,5,1306036800
2,263,5,1305172800
2,42,5,1306987200
2,109,5,1304481600
2,489,4,1336449600
2,145,4,1411963200
2,107,4,1362027600
2,22,4,1393218000
2,473,4,1306987200
2,99,4,1305000000
2,165,3,1409457600
2,24,3,1376625600
2,7,3,1375761600
2,189,3,1340856000
2,787,3,1338696000
2,264,3,1331010000
2,66,3,1333425600
2,562,3,1327640400
2,270,3,1321160400
2,871,3,1320465600
2,15,3,1327381200
2,137,3,1345608000
2,75,3,1324011600
2,353,3,1304481600
2,21,3,1330491600
2,658,3,1304568000
2,45,3,1301889600
2,121,3,1326776400
2,10,3,1291006800
971,3,10,1362114000
92,3,10,1359867600
7336,3,10,1353214800
5,3,8,1383627600
1545,3,8,1359262800
103,3,8,1370491200
207,3,7,1392699600
43,3,7,1370577600
6,3,7,1362373200
7380,3,6,1371614400
333,3,6,1371441600
287,3,6,1371355200
754,3,6,1364961600
26,3,5,1385787600
34,3,5,1373860800
525,3,5,1365825600
545,3,5,1365825600
56,3,5,1365739200
1849,3,5,1365652800
557,3,5,1372219200
208,3,5,1368676800
1558,3,5,1365393600
2346,3,5,1364961600
974,3,5,1385787600
262,3,5,1364616000
2001,3,5,1364443200
142,3,5,1364616000
815,3,5,1369022400
120,3,5,1392354000
492,3,5,1357016400
1175,3,5,1364529600
32,3,5,1365652800
259,3,5,1370836800
177,3,5,1355893200
172,3,5,1365825600
1347,3,5,1352782800
1338,3,5,1348113600
105,3,4,1389243600
891,3,4,1371614400
818,3,4,1374811200
890,3,4,1366862400
347,3,4,1365393600
93,3,4,1372219200
1362,3,4,1363233600
1547,3,4,1362632400
351,3,4,1361163600
42,3,4,1370232000
123,3,4,1360472400
113,3,4,1356757200
1056,3,4,1359522000
2280,3,4,1362632400
879,3,4,1360731600
36,3,4,1355720400
590,3,3,1386046800
3254,3,3,1373688000
291,3,3,1373947200
3260,3,3,1371960000
1174,3,3,1366084800
3198,3,3,1365739200
460,3,3,1365912000
3200,3,3,1365652800
30,3,3,1384664400
589,3,3,1365566400
115,3,3,1369540800
433,3,3,1365307200
81,3,3,1365134400
7509,3,3,1364616000
973,3,3,1363924800
1555,3,3,1365825600
2334,3,3,1363320000
3154,3,3,1363147200
7595,3,3,1363060800
244,3,3,1363665600
1361,3,3,1362632400
2331,3,3,1362632400
1061,3,3,1365739200
21,3,3,1362805200
1356,3,3,1361250000
509,3,3,1361422800
969,3,3,1360040400
197,3,3,1364961600
493,3,3,1362027600
124,3,3,1357448400
621,3,3,1361077200
1036,3,3,1361250000
1054,3,3,1356757200
1818,3,3,1362200400
90,3,3,1357707600
358,3,3,1363752000
1339,3,3,1355202000
396,3,3,1397102400
748,3,3,1356498000
24,3,3,1365393600
13,3,3,1353992400
170,3,3,1348113600
3,5,8,1372996800
3,92,8,1355029200
3,6,8,1361941200
3,207,6,1392267600
3,123,6,1364875200
3,287,6,1371355200
3,103,6,1370491200
3,34,5,1376280000
3,56,5,1365739200
3,142,5,1364616000
3,120,5,1392354000
3,351,5,1385528400
3,333,5,1371441600
3,43,5,1370577600
3,32,5,1365566400
3,1338,5,1348113600
3,170,5,1348113600
3,105,4,1389243600
3,818,4,1366171200
3,208,4,1367726400
3,974,4,1385787600
3,347,4,1365393600
3,93,4,1372219200
3,973,4,1363924800
3,1362,4,1363233600
3,1547,4,1362632400
3,509,4,1361422800
3,197,4,1363233600
3,1545,4,1360645200
3,1056,4,1359522000
3,492,4,1357189200
3,2280,4,1362632400
3,879,4,1360731600
3,36,4,1354338000
3,259,4,1360645200
3,19,3,1395979200
3,291,3,1373947200
3,891,3,1370577600
3,460,3,1365912000
3,30,3,1365652800
3,557,3,1372219200
3,1849,3,1365566400
3,136,3,1365739200
3,1558,3,1365393600
3,115,3,1369540800
3,31,3,1365307200
3,890,3,1365739200
3,262,3,1370318400
3,190,3,1363579200
3,1555,3,1365825600
3,7595,3,1363060800
3,1361,3,1362632400
3,971,3,1362027600
3,1359,3,1365048000
3,1061,3,1365739200
3,1356,3,1361250000
3,42,3,1362546000
3,493,3,1362027600
3,331,3,1357448400
3,124,3,1357448400
3,1824,3,1357448400
3,621,3,1361077200
3,1036,3,1361250000
3,754,3,1356238800
3,1054,3,1362718800
3,702,3,1365307200
3,1818,3,1362200400
3,90,3,1357707600
3,396,3,1396756800
3,24,3,1365393600
3,13,3,1353992400
97,4,10,1325998800
215,4,10,1311393600
479,4,10,1313985600
302,4,10,1309924800
39,4,10,1308369600
381,4,10,1304222400
148,4,10,1304827200
7603,4,9,1337832000
40,4,9,1311652800
312,4,9,1307592000
31,4,8,1303704000
131,4,8,1305777600
859,4,7,1307419200
437,4,7,1306123200
23,4,7,1301284800
37,4,7,1306036800
136,4,6,1348113600
25,4,6,1343016000
9,4,6,1373342400
777,4,6,1306468800
1398,4,6,1306814400
17,4,5,1338696000
77,4,5,1325048400
1445,4,5,1309147200
1009,4,5,1307419200
423,4,5,1307419200
510,4,5,1309320000
65,4,5,1323061200
420,4,5,1303704000
63,4,5,1340683200
224,4,5,1304654400
7582,4,5,1303876800
16,4,5,1303876800
311,4,5,1301716800
562,4,5,1300680000
223,4,5,1302235200
1230,4,5,1304308800
74,4,5,1296018000
54,4,5,1301889600
113,4,5,1290747600
119,4,5,1293166800
683,4,4,1321074000
231,4,4,1310875200
1239,4,4,1306382400
72,4,4,1316491200
567,4,4,1304827200
508,4,4,1305086400
139,4,4,1305000000
466,4,4,1306382400
534,4,4,1305345600
1085,4,4,1303617600
236,4,4,1306123200
771,4,4,1303617600
150,4,4,1304395200
106,4,4,1305604800
561,4,4,1324011600
768,4,4,1296450000
121,4,4,1292302800
168,4,4,1304049600
1270,4,3,1298091600
159,4,3,1345953600
177,4,3,1337313600
1264,4,3,1310011200
578,4,3,1307505600
3774,4,3,1306641600
1003,4,3,1306382400
367,4,3,1306123200
1107,4,3,1305864000
661,4,3,1306036800
274,4,3,1316318400
654,4,3,1305259200
910,4,3,1306296000
1091,4,3,1304049600
1401,4,3,1300248000
84,4,3,1308024000
531,4,3,1302235200
237,4,3,1297486800
270,4,3,1304222400
45,4,3,1302667200
501,4,3,1294894800
710,4,3,1297918800
91,4,3,1291525200
4,302,6,1309320000
4,7552,6,1301889600
4,168,6,1337400000
4,77,5,1311998400
4,423,5,1315108800
4,381,5,1307851200
4,63,5,1340596800
4,150,5,1304481600
4,311,5,1313380800
4,23,5,1297400400
4,148,5,1307937600
4,562,5,1305259200
4,45,5,1306987200
4,131,5,1305777600
4,501,5,1305518400
4,40,5,1301889600
4,91,5,1301889600
4,54,5,1301889600
4,119,5,1301889600
4,312,5,1293598800
4,626,4,1307419200
4,136,4,1346558400
4,31,4,1342238400
4,17,4,1338782400
4,683,4,1321074000
4,74,4,1318824000
4,479,4,1313985600
4,39,4,1309406400
4,1239,4,1306382400
4,1109,4,1305950400
4,510,4,1309320000
4,777,4,1306036800
4,65,4,1323061200
4,508,4,1305086400
4,534,4,1305345600
4,420,4,1303704000
4,7401,4,1302408000
4,437,4,1302753600
4,16,4,1303876800
4,223,4,1302235200
4,106,4,1305604800
4,1230,4,1304308800
4,37,4,1303790400
4,1270,3,1298091600
4,159,3,1345953600
4,25,3,1343016000
4,177,3,1337313600
4,11,3,1331870400
4,21,3,1327122000
4,215,3,1311998400
4,1678,3,1310961600
4,1445,3,1308110400
4,578,3,1307505600
4,1009,3,1307246400
4,572,3,1350100800
4,202,3,1306468800
4,97,3,1326085200
4,1108,3,1306468800
4,1107,3,1305864000
4,1398,3,1306209600
4,567,3,1304827200
4,274,3,1316318400
4,654,3,1305259200
4,661,3,1306036800
4,466,3,1304049600
4,910,3,1306296000
4,1091,3,1306814400
4,1602,3,1301544000
4,365,3,1305172800
4,841,3,1300680000
4,84,3,1307851200
4,379,3,1300161600
4,251,3,1322456400
4,917,3,1305518400
4,270,3,1303963200
4,561,3,1324011600
4,710,3,1297918800
4,121,3,1292302800
4,113,3,1290747600
603,5,10,1393736400
191,5,10,1388293200
11,5,10,1377144000
68,5,10,1380686400
67,5,10,1380427200
248,5,10,1378094400
372,5,10,1370923200
42,5,9,1382673600
13,5,8,1415336400
19,5,8,1376452800
53,5,8,1388638800
163,5,7,1407729600
433,5,7,1382241600
31,5,6,1407297600
43,5,6,1383627600
557,5,6,1371182400
49,5,6,1386651600
58,5,5,1405051200
435,5,5,1383973200
32,5,5,1386651600
6,5,5,1383714000
158,5,5,1406952000
982,5,5,1377748800
100,5,5,1375761600
97,5,5,1373774400
7380,5,4,1378872000
24,5,4,1382068800
291,5,4,1392526800
1372,5,4,1373947200
818,5,4,1375156800
103,5,4,1387256400
335,5,4,1370923200
1192,5,4,1370577600
174,5,4,1373688000
893,5,4,1371441600
59,5,4,1407729600
12,5,4,1387170000
81,5,4,1369972800
904,5,3,1416891600
349,5,3,1408766400
36,5,3,1407470400
29,5,3,1385960400
85,5,3,1404792000
33,5,3,1382241600
61,5,3,1379908800
826,5,3,1378440000
122,5,3,1379217600
242,5,3,1375588800
197,5,3,1375848000
1872,5,3,1375070400
391,5,3,1383973200
1068,5,3,1371787200
88,5,3,1385960400
115,5,3,1371182400
5,67,8,1380427200
5,19,8,1385442000
5,8,8,1370145600
5,46,7,1377489600
5,13,7,1377489600
5,248,7,1378094400
5,6,6,1382328000
5,31,6,1385010000
5,53,6,1387515600
5,32,5,1386738000
5,435,5,1383973200
5,191,5,1392440400
5,100,5,1375761600
5,242,5,1386306000
5,68,5,1373256000
5,163,5,1384318800
5,335,5,1374465600
5,174,5,1378180800
5,42,5,1382500800
5,433,5,1367467200
5,59,4,1407729600
5,36,4,1408507200
5,58,4,1393477200
5,982,4,1377230400
5,49,4,1386651600
5,43,4,1383627600
5,291,4,1392526800
5,818,4,1375156800
5,557,4,1371096000
5,81,4,1369972800
5,85,3,1404792000
5,24,3,1382068800
5,61,3,1381204800
5,158,3,1401076800
5,826,3,1385960400
5,122,3,1379217600
5,1872,3,1374984000
5,391,3,1383973200
5,1068,3,1371787200
5,88,3,1385528400
5,893,3,1371441600
5,115,3,1371182400
5,12,3,1387170000
3305,6,10,1382587200
524,6,10,1359608400
36,6,10,1408766400
112,6,9,1359694800
56,6,9,1390280400
31,6,8,1400731200
100,6,8,1373688000
227,6,8,1383192000
177,6,8,1361854800
809,6,7,1363665600
92,6,7,1361163600
32,6,7,1385787600
19,6,6,1407816000
1057,6,6,1358744400
1541,6,6,1389070800
394,6,6,1358312400
11,6,6,1389070800
207,6,5,1386824400
12,6,5,1383105600
49,6,5,1420002000
59,6,5,1378440000
1371,6,5,1370318400
1571,6,5,1371528000
1185,6,5,1371528000
208,6,5,1373256000
90,6,5,1361422800
25,6,5,1370059200
1566,6,4,1368504000
557,6,4,1368158400
810,6,4,1363838400
198,6,4,1359003600
75,6,4,1359435600
29,6,4,1356325200
287,6,4,1359954000
1350,6,4,1360818000
734,6,4,1314936000
15,6,3,1418101200
1380,6,3,1381982400
185,6,3,1380600000
549,6,3,1379649600
266,6,3,1389502800
214,6,3,1380340800
526,6,3,1373256000
1064,6,3,1367035200
8,6,3,1363838400
431,6,3,1363060800
701,6,3,1362974400
33,6,3,1362974400
1361,6,3,1362114000
305,6,3,1361163600
1546,6,3,1367380800
95,6,3,1368158400
27,6,3,1362459600
6,138,10,1361163600
6,56,9,1369108800
6,31,8,1400731200
6,1069,7,1383105600
6,809,7,1362974400
6,112,7,1360731600
6,227,7,1383192000
6,19,6,1407729600
6,1057,6,1358658000
6,394,6,1357362000
6,36,6,1408593600
6,32,6,1382241600
6,1395,5,1420174800
6,1371,5,1381204800
6,41,5,1349496000
6,59,4,1379044800
6,1546,4,1386824400
6,198,4,1359003600
6,75,4,1359435600
6,524,4,1359090000
6,287,4,1362891600
6,1350,4,1367812800
6,734,4,1314936000
6,207,3,1385355600
6,1571,3,1369108800
6,1185,3,1367812800
6,1566,3,1368504000
6,208,3,1372996800
6,8,3,1363752000
6,95,3,1368158400
6,11,3,1365480000
6,25,3,1374724800
6,92,3,1355374800
6,27,3,1362459600
174,7,10,1376193600
30,7,10,1367121600
36,7,10,1357966800
7517,7,10,1348545600
7536,7,10,1348545600
142,7,10,1354683600
1151,7,10,1364270400
429,7,9,1385269200
95,7,8,1398657600
266,7,8,1367294400
956,7,7,1341288000
638,7,7,1346731200
31,7,6,1407297600
203,7,6,1363665600
