source,target,rating,time
430,1,10,1376539200
3134,1,10,1369713600
3026,1,10,1350014400
3010,1,10,1347854400
804,1,10,1337572800
160,1,10,1394683200
95,1,9,1384578000
377,1,7,1414728000
888,1,7,1365652800
89,1,7,1351742400
1901,1,6,1411790400
161,1,6,1413345600
256,1,6,1342584000
351,1,5,1416373200
3329,1,5,1389934800
3341,1,5,1388984400
649,1,5,1384491600
1583,1,5,1380945600
87,1,5,1381809600
37,1,5,1374033600
309,1,5,1378353600
821,1,5,1368676800
1496,1,5,1394168400
637,1,5,1364961600
964,1,5,1350100800
594,1,5,1370836800
2249,1,5,1360386000
554,1,5,1346126400
20,1,5,1343275200
2227,1,5,1353301200
1315,1,5,1334635200
519,1,5,1344571200
1316,1,5,1332216000
2149,1,5,1326949200
1724,1,5,1322802000
18,1,5,1315022400
57,1,5,1314158400
118,1,4,1414123200
3254,1,4,1373342400
1177,1,4,1371009600
112,1,4,1355634000
11,1,4,1374984000
586,1,4,1314763200
35,1,4,1330578000
15,1,4,1319860800
1445,1,4,1309752000
152,1,4,1354078800
2,1,4,1411963200
113,1,4,1311307200
44,1,3,1415854800
2401,1,3,1390626000
10,1,3,1375243200
2378,1,3,1378612800
126,1,3,1374206400
3245,1,3,1369972800
783,1,3,1368676800
493,1,3,1362114000
1358,1,3,1372737600
1180,1,3,1378267200
529,1,3,1361595600
333,1,3,1357275600
1538,1,3,1358744400
2282,1,3,1353819600
1519,1,3,1363924800
2966,1,3,1342238400
474,1,3,1346817600
330,1,3,1381377600
958,1,3,1363579200
17,1,3,1330837200
1295,1,3,1329541200
38,1,3,1354165200
1952,1,3,1305518400
223,1,3,1304395200
625,1,2,1293426000
1392,1,2,1418101200
3355,1,2,1414990800
1881,1,2,1404964800
58,1,2,1412654400
96,1,2,1410148800
1580,1,2,1392526800
196,1,2,1391576400
146,1,2,1390885200
416,1,2,1391835600
1198,1,2,1390453200
3319,1,2,1387256400
1867,1,2,1396411200
896,1,2,1384059600
617,1,2,1383886800
3300,1,2,1380254400
1877,1,2,1378353600
462,1,2,1378353600
3279,1,2,1375675200
454,1,2,1387256400
1860,1,2,1371182400
121,1,2,1370318400
151,1,2,1376366400
1570,1,2,1373688000
1573,1,2,1408939200
1063,1,2,1365912000
1353,1,2,1402200000
459,1,2,1372910400
2334,1,2,1363924800
1267,1,2,1363320000
1060,1,2,1362114000
1061,1,2,1361595600
7431,1,2,1362459600
1355,1,2,1376884800
71,1,2,1355029200
3070,1,2,1353992400
2113,1,2,1352696400
3001,1,2,1352610000
396,1,2,1352437200
2260,1,2,1350446400
142,1,2,1365566400
2238,1,2,1344139200
123,1,2,1343880000
2942,1,2,1347940800
1509,1,2,1339992000
7410,1,2,1337659200
1760,1,2,1335412800
2876,1,2,1333080000
259,1,2,1397448000
1493,1,2,1332820800
2845,1,2,1329368400
370,1,2,1329109200
2844,1,2,1328936400
2167,1,2,1327381200
156,1,2,1325739600
2808,1,2,1323925200
255,1,2,1323147600
736,1,2,1324357200
7603,1,2,1320901200
346,1,2,1333857600
9,1,2,1329454800
75,1,2,1320642000
175,1,2,1318910400
2754,1,2,1317268800
22,1,2,1320728400
155,1,2,1311307200
1261,1,2,1309320000
2552,1,2,1307851200
2586,1,2,1307592000
710,1,2,1314504000
578,1,2,1307332800
472,1,2,1306814400
2472,1,2,1304395200
1606,1,2,1302062400
4,1,2,1299646800
563,1,2,1312862400
1,160,10,1317182400
1,1028,7,1348804800
1,309,5,1378353600
1,11,5,1372046400
1,594,5,1370836800
1,1316,5,1353301200
1,1392,4,1416978000
1,1583,4,1380945600
1,888,4,1365652800
1,637,4,1418792400
1,1520,4,1412654400
1,18,4,1314936000
1,35,4,1330578000
1,1901,3,1411790400
1,44,3,1415854800
1,10,3,1375243200
1,783,3,1368676800
1,821,3,1369108800
1,112,3,1362546000
1,964,3,1350187200
1,89,3,1345521600
1,20,3,1342584000
1,256,3,1343016000
1,223,3,1304568000
1,1881,2,1420261200
1,351,2,1409371200
1,196,2,1391576400
1,416,2,1391835600
1,1877,2,1378872000
1,87,2,1380686400
1,2367,2,1371700800
1,3254,2,1372392000
1,1573,2,1408939200
1,247,2,1373256000
1,1353,2,1402200000
1,493,2,1363665600
1,1358,2,1372737600
1,1177,2,1362027600
1,1538,2,1358139600
1,2296,2,1359954000
1,222,2,1386392400
1,2282,2,1353819600
1,2113,2,1352696400
1,2260,2,1350446400
1,71,2,1348545600
1,142,2,1365566400
1,2249,2,1355893200
1,1519,2,1363924800
1,2227,2,1353301200
1,1496,2,1334116800
1,519,2,1334721600
1,1493,2,1334548800
1,1315,2,1334808000
1,1750,2,1330232400
1,156,2,1325739600
1,9,2,1329454800
1,1724,2,1322802000
1,22,2,1320728400
1,15,2,1319860800
1,255,2,1323147600
1,1267,2,1363320000
1,1261,2,1309320000
1,57,2,1314936000
1,710,2,1314504000
1,472,2,1306728000
1,152,2,1354078800
1,1952,2,1312948800
1,1606,2,1302062400
1,379,2,1300939200
1,4,2,1300161600
1,563,2,1312862400
1,113,2,1291006800
1368,2,10,1399348800
164,2,10,1407816000
244,2,10,1362459600
62,2,10,1349582400
2244,2,10,1348891200
148,2,10,1348200000
7403,2,10,1334980800
52,2,10,1332475200
264,2,10,1337140800
159,2,10,1330146000
66,2,10,1343361600
20,2,10,1333339200
60,2,10,1325480400
585,2,10,1325480400
97,2,10,1316404800
2006,2,10,1307073600
1421,2,10,1304827200
353,2,10,1304481600
42,2,10,1306987200
37,2,10,1343102400
51,2,9,1343102400
185,2,9,1335672000
38,2,9,1394424000
7603,2,9,1337832000
312,2,9,1307592000
168,2,9,1291179600
354,2,8,1347854400
108,2,8,1323493200
9,2,8,1330146000
22,2,8,1393218000
91,2,8,1306728000
40,2,8,1323666000
250,2,8,1301544000
271,2,8,1289538000
119,2,8,1289365200
10,2,8,1290488400
113,2,8,1353992400
54,2,8,1299474000
375,2,7,1415768400
177,2,7,1348286400
31,2,7,1332043200
47,2,7,1341374400
17,2,7,1322974800
23,2,7,1301284800
74,2,7,1308628800
4,2,7,1298264400
179,2,6,1402804800
165,2,6,1371614400
306,2,6,1343102400
8,2,5,1398225600
242,2,5,1393218000
412,2,5,1366689600
381,2,5,1361768400
561,2,5,1354510800
216,2,5,1336708800
107,2,5,1362027600
681,2,5,1321419600
79,2,5,1312862400
272,2,5,1331442000
39,2,5,1331611200
150,2,5,1308283200
181,2,5,1305691200
109,2,5,1304481600
503,2,5,1302235200
223,2,5,1344916800
2404,2,4,1393131600
24,2,4,1376539200
19,2,4,1393131600
7,2,4,1412049600
348,2,4,1402632000
11,2,4,1336968000
473,2,4,1306987200
1921,2,4,1302667200
99,2,4,1301284800
121,2,4,1326776400
15,2,3,1312344000
1380,2,3,1393045200
30,2,3,1380945600
73,2,3,1378180800
85,2,3,1374206400
189,2,3,1339732800
787,2,3,1338696000
133,2,3,1336104000
1709,2,3,1311652800
75,2,3,1324011600
658,2,3,1304568000
293,2,3,1296709200
768,2,3,1296450000
45,2,3,1301889600
471,2,3,1291266000
1632,2,3,1291006800
281,2,2,1406606400
269,2,2,1404273600
96,2,2,1402718400
2336,2,2,1399262400
87,2,2,1387083600
206,2,2,1386997200
330,2,2,1381377600
90,2,2,1342929600
241,2,2,1382414400
190,2,2,1340683200
1494,2,2,1333598400
7577,2,2,1330578000
798,2,2,1329022800
211,2,2,1327554000
140,2,2,1311134400
217,2,2,1306900800
182,2,2,1306123200
236,2,2,1306036800
777,2,2,1307073600
1098,2,2,1305000000
106,2,2,1343275200
237,2,2,1302840000
44,2,2,1301544000
1401,2,2,1298782800
1409,2,2,1303963200
769,2,2,1298005200
1209,2,2,1296622800
917,2,2,1294030800
710,2,2,1292907600
2,37,10,1343102400
2,38,9,1394424000
2,168,9,1290920400
2,4,9,1298264400
2,20,8,1333339200
2,767,8,1308196800
2,23,8,1308196800
2,40,8,1308196800
2,91,8,1308196800
2,113,8,1308196800
2,54,8,1296622800
2,108,7,1323493200
2,469,7,1301284800
2,250,7,1308196800
2,271,7,1308196800
2,471,7,1308196800
2,185,6,1336190400
2,188,6,1333598400
2,31,6,1325653200
2,312,6,1298869200
2,74,6,1296622800
2,119,6,1306036800
2,8,5,1376366400
2,381,5,1361768400
2,223,5,1344916800
2,257,5,1335931200
2,47,5,1331870400
2,17,5,1336104000
2,9,5,1320814800
2,150,5,1308283200
2,7400,5,1306036800
2,263,5,1305172800
2,42,5,1306987200
2,109,5,1304481600
2,489,4,1336449600
2,145,4,1411963200
2,107,4,1362027600
2,22,4,1393218000
2,473,4,1306987200
2,99,4,1305000000
2,165,3,1409457600
2,24,3,1376625600
2,7,3,1375761600
2,189,3,1340856000
2,787,3,1338696000
2,264,3,1331010000
2,66,3,1333425600
2,562,3,1327640400
2,270,3,1321160400
2,871,3,1320465600
2,15,3,1327381200
2,137,3,1345608000
2,75,3,1324011600
2,353,3,1304481600
2,21,3,1330491600
2,658,3,1304568000
2,45,3,1301889600
2,121,3,1326776400
2,10,3,1291006800
2,164,2,1396929600
2,1380,2,1393045200
2,2404,2,1393045200
2,1691,2,1385528400
2,14,2,1376798400
2,13,2,1376625600
2,139,2,1376625600
2,206,2,1376625600
2,19,2,1393131600
2,318,2,1355202000
2,561,2,1354510800
2,51,2,1343102400
2,90,2,1342929600
2,241,2,1342584000
2,1494,2,1333598400
2,77,2,1333252800
2,133,2,1331524800
2,70,2,1329109200
2,211,2,1327554000
2,681,2,1321419600
2,272,2,1312516800
2,862,2,1312171200
2,140,2,1311134400
2,217,2,1306900800
2,182,2,1306123200
2,251,2,1305000000
2,1098,2,1305000000
2,106,2,1343275200
2,503,2,1302235200
2,1409,2,1303963200
2,446,2,1298005200
2,769,2,1298005200
2,1209,2,1296622800
2,917,2,1294030800
2,710,2,1292907600
2,1632,2,1291006800
2,2006,2,1307073600
971,3,10,1362114000
92,3,10,1359867600
7336,3,10,1353214800
5,3,8,1383627600
1545,3,8,1359262800
103,3,8,1370491200
207,3,7,1392699600
43,3,7,1370577600
6,3,7,1362373200
7380,3,6,1371614400
333,3,6,1371441600
287,3,6,1371355200
754,3,6,1364961600
26,3,5,1385787600
34,3,5,1373860800
525,3,5,1365825600
545,3,5,1365825600
56,3,5,1365739200
1849,3,5,1365652800
557,3,5,1372219200
208,3,5,1368676800
1558,3,5,1365393600
2346,3,5,1364961600
974,3,5,1385787600
262,3,5,1364616000
2001,3,5,1364443200
142,3,5,1364616000
815,3,5,1369022400
120,3,5,1392354000
492,3,5,1357016400
1175,3,5,1364529600
32,3,5,1365652800
259,3,5,1370836800
177,3,5,1355893200
172,3,5,1365825600
1347,3,5,1352782800
1338,3,5,1348113600
105,3,4,1389243600
891,3,4,1371614400
818,3,4,1374811200
890,3,4,1366862400
347,3,4,1365393600
93,3,4,1372219200
1362,3,4,1363233600
1547,3,4,1362632400
351,3,4,1361163600
42,3,4,1370232000
123,3,4,1360472400
113,3,4,1356757200
1056,3,4,1359522000
2280,3,4,1362632400
879,3,4,1360731600
36,3,4,1355720400
590,3,3,1386046800
3254,3,3,1373688000
291,3,3,1373947200
3260,3,3,1371960000
1174,3,3,1366084800
3198,3,3,1365739200
460,3,3,1365912000
3200,3,3,1365652800
30,3,3,1384664400
589,3,3,1365566400
115,3,3,1369540800
433,3,3,1365307200
81,3,3,1365134400
7509,3,3,1364616000
973,3,3,1363924800
1555,3,3,1365825600
2334,3,3,1363320000
3154,3,3,1363147200
7595,3,3,1363060800
244,3,3,1363665600
1361,3,3,1362632400
2331,3,3,1362632400
1061,3,3,1365739200
21,3,3,1362805200
1356,3,3,1361250000
509,3,3,1361422800
969,3,3,1360040400
197,3,3,1364961600
493,3,3,1362027600
124,3,3,1357448400
621,3,3,1361077200
1036,3,3,1361250000
1054,3,3,1356757200
1818,3,3,1362200400
90,3,3,1357707600
358,3,3,1363752000
1339,3,3,1355202000
396,3,3,1397102400
748,3,3,1356498000
24,3,3,1365393600
13,3,3,1353992400
170,3,3,1348113600
2336,3,2,1399176000
88,3,2,1385442000
163,3,2,1384923600
158,3,2,1385269200
1576,3,2,1370577600
2353,3,2,1367985600
3221,3,2,1366862400
1358,3,2,1365998400
136,3,2,1365739200
1367,3,2,1365480000
7512,3,2,1369108800
757,3,2,1365566400
49,3,2,1370404800
646,3,2,1364443200
190,3,2,1363579200
1839,3,2,1363924800
2328,3,2,1362974400
1360,3,2,1361941200
7377,3,2,1361768400
7431,3,2,1361250000
2321,3,2,1361077200
125,3,2,1362974400
174,3,2,1361854800
1548,3,2,1360558800
1837,3,2,1362114000
173,3,2,1384664400
1834,3,2,1360126800
107,3,2,1359954000
703,3,2,1359176400
1456,3,2,1359090000
7406,3,2,1358917200
1832,3,2,1358917200
242,3,2,1363233600
3105,3,2,1358571600
641,3,2,1363147200
320,3,2,1357880400
955,3,2,1363147200
885,3,2,1357102800
632,3,2,1362027600
2300,3,2,1355634000
702,3,2,1365307200
228,3,2,1355806800
752,3,2,1355115600
2291,3,2,1355115600
656,3,2,1354424400
877,3,2,1354165200
7,3,2,1353906000
1043,3,2,1353042000
3,5,8,1372996800
3,92,8,1355029200
3,6,8,1361941200
3,207,6,1392267600
3,123,6,1364875200
3,287,6,1371355200
3,103,6,1370491200
3,34,5,1376280000
3,56,5,1365739200
3,142,5,1364616000
3,120,5,1392354000
3,351,5,1385528400
3,333,5,1371441600
3,43,5,1370577600
3,32,5,1365566400
3,1338,5,1348113600
3,170,5,1348113600
3,105,4,1389243600
3,818,4,1366171200
3,208,4,1367726400
3,974,4,1385787600
3,347,4,1365393600
3,93,4,1372219200
3,973,4,1363924800
3,1362,4,1363233600
3,1547,4,1362632400
3,509,4,1361422800
3,197,4,1363233600
3,1545,4,1360645200
3,1056,4,1359522000
3,492,4,1357189200
3,2280,4,1362632400
3,879,4,1360731600
3,36,4,1354338000
3,259,4,1360645200
3,19,3,1395979200
3,291,3,1373947200
3,891,3,1370577600
3,460,3,1365912000
3,30,3,1365652800
3,557,3,1372219200
3,1849,3,1365566400
3,136,3,1365739200
3,1558,3,1365393600
3,115,3,1369540800
3,31,3,1365307200
3,890,3,1365739200
3,262,3,1370318400
3,190,3,1363579200
3,1555,3,1365825600
3,7595,3,1363060800
3,1361,3,1362632400
3,971,3,1362027600
3,1359,3,1365048000
3,1061,3,1365739200
3,1356,3,1361250000
3,42,3,1362546000
3,493,3,1362027600
3,331,3,1357448400
3,124,3,1357448400
3,1824,3,1357448400
3,621,3,1361077200
3,1036,3,1361250000
3,754,3,1356238800
3,1054,3,1362718800
3,702,3,1365307200
3,1818,3,1362200400
3,90,3,1357707600
3,396,3,1396756800
3,24,3,1365393600
3,13,3,1353992400
3,88,2,1385442000
3,163,2,1384923600
3,158,2,1385182800
3,590,2,1385442000
3,247,2,1373947200
3,3254,2,1373688000
3,1576,2,1370577600
3,7380,2,1370404800
3,7525,2,1373860800
3,2353,2,1366603200
3,638,2,1366257600
3,1174,2,1366084800
3,525,2,1365825600
3,289,2,1365739200
3,1363,2,1365048000
3,2346,2,1364961600
3,7512,2,1369108800
3,81,2,1365134400
3,7509,2,1364616000
3,646,2,1364443200
3,162,2,1363147200
3,1839,2,1363924800
3,21,2,1362805200
3,244,2,1363665600
3,1360,2,1361941200
3,7377,2,1361768400
3,2321,2,1361077200
3,174,2,1361854800
3,1548,2,1360558800
3,1834,2,1360126800
3,107,2,1359954000
3,969,2,1360040400
3,886,2,1359608400
3,1832,2,1358917200
3,641,2,1363147200
3,2306,2,1357189200
3,1790,2,1363406400
3,1523,2,1356238800
3,63,2,1356152400
3,937,2,1356152400
3,632,2,1362027600
3,2300,2,1355634000
3,1175,2,1364529600
3,752,2,1355115600
3,2295,2,1355029200
3,394,2,1354942800
3,2291,2,1355115600
3,1536,2,1355547600
3,358,2,1363752000
3,1339,2,1354683600
3,748,2,1385528400
3,1816,2,1354338000
3,7,2,1353906000
3,29,2,1354338000
3,7336,2,1353214800
3,1347,2,1353042000
97,4,10,1325998800
215,4,10,1311393600
479,4,10,1313985600
302,4,10,1309924800
39,4,10,1308369600
381,4,10,1304222400
148,4,10,1304827200
7603,4,9,1337832000
40,4,9,1311652800
312,4,9,1307592000
31,4,8,1303704000
131,4,8,1305777600
859,4,7,1307419200
437,4,7,1306123200
23,4,7,1301284800
37,4,7,1306036800
136,4,6,1348113600
25,4,6,1343016000
9,4,6,1373342400
777,4,6,1306468800
1398,4,6,1306814400
17,4,5,1338696000
77,4,5,1325048400
1445,4,5,1309147200
1009,4,5,1307419200
423,4,5,1307419200
510,4,5,1309320000
65,4,5,1323061200
420,4,5,1303704000
63,4,5,1340683200
224,4,5,1304654400
7582,4,5,1303876800
16,4,5,1303876800
311,4,5,1301716800
562,4,5,1300680000
223,4,5,1302235200
1230,4,5,1304308800
74,4,5,1296018000
54,4,5,1301889600
113,4,5,1290747600
119,4,5,1293166800
683,4,4,1321074000
231,4,4,1310875200
1239,4,4,1306382400
72,4,4,1316491200
567,4,4,1304827200
508,4,4,1305086400
139,4,4,1305000000
466,4,4,1306382400
534,4,4,1305345600
1085,4,4,1303617600
236,4,4,1306123200
771,4,4,1303617600
150,4,4,1304395200
106,4,4,1305604800
561,4,4,1324011600
768,4,4,1296450000
